year,adj_NNI_g,adj_NNI_c,adj_savings_fix_cap_GNI,adj_savings_edu_GNI,adj_NNS_GNI,curr_acc_bal,ex_imp_gdp,ex_imp_growth,ex_debt_shocks,final_consump_exp_gdp,final_consump_exp_growth,fdi_net_inflows,fdi_net_outflows,gdp_growth,gdp_per_capita_growth,gener_govt_fin_consump_exp,gni_growth,goods_exp_bop,goods_imp_bop,imports_goods_services_gdp,imports_goods_services_growth,services_gdp,services_growth,short_term_debt_tot_reserves,trade_gdp,cpi,inflation,real_interest_rate,lending_interest_rate,life_exp_birth,expense_gdp,interest_payments,military expenditure,year,labels
1993,5.721647213618965,474371629043.3504,9.99021698804142,3.1,16.3042999181505,-0.5121926603131558,9.888084916156716,13.043665086423246,30.298974184670378,75.27665337928006,4.358824108651916,0.2973859089018268,0.025233566711717725,6.658924067340251,4.52513381100772,10.435813471605353,6.792123731552465,25522526247.8387,29672617824.4152,10.190059460182562,22.601593326703863,37.49630233983369,5.052227764025233,17.604610019344317,20.078144376339278,34.2438214116532,10.2479355556119,4.337109731653245,14.75,60.216,14.603286529801693,33.637617656605,2.66467372708604,1993,High Growth
1994,4.755023725731888,496928112552.50256,9.8907885150273,3.1,17.4009649200851,-1.5441318193257425,10.84396803488234,31.396073098590193,26.332171810723477,74.24072839643503,6.328311987798145,0.5949863325212232,0.03252705079998307,7.5744918403237875,5.452945863603247,10.540267518656057,7.767614413900944,31238525605.8308,37957312940.7161,12.023480670988198,28.125878320114822,37.84966811833396,9.168081955189038,22.082135039041788,22.867448705870537,37.7452131691142,10.2248861637545,5.8641781128161545,15.4583333333333,60.596,14.245725610081866,31.889353524691106,2.5784835724606903,1994,Very High Growth
1995,12.397011131668563,558532345982.0267,9.82578655865955,2.9,17.4235707678186,-1.5159549943046635,10.385169271606278,6.289730437698736,24.142642107122835,74.88610784692642,7.3286289320128475,0.617479360300397,0.06091285792509465,7.549522248819798,5.471108102115792,10.330889677471085,7.694317640867894,33737287502.5263,43788952391.3717,11.544318599780373,-2.439987721499307,37.709329473597975,6.755892879628789,27.023590568017802,21.92948787138665,41.1336584557082,8.97715233826453,7.792994301705323,15.9583333333333,60.984,14.080710542639299,32.15118883478483,2.4727682254674,1995,Very High Growth
1996,3.2382472322326237,576619004216.9137,10.05088866804,2.9,17.8617326911833,-0.7130143199792471,10.690717318102227,-2.3281762408723097,22.8125367543987,74.94055852389238,4.13382810842154,0.8602089519212655,0.027152632049567558,4.0498208490925975,2.071873276545986,11.028726203121636,4.141088468536353,35702052076.1125,45730082604.0522,11.928669548360125,13.200684113783296,39.07955152360464,8.996028185266042,17.77676132571581,22.619386866462353,44.0805774514448,7.16425211462723,6.9095789916378525,13.8333333333333,61.388,14.59748229943519,32.94177155248955,2.6477324260171597,1996,Moderate Growth
1997,7.246747418368656,618405127018.8259,9.72330781715204,3.7703764,16.3532472067714,-1.6383253270855742,11.018469179248019,13.884321839237913,23.536455346333724,75.71862375738091,7.343176772995449,0.6252862017067148,0.011295331319560516,6.184415820906182,4.198921159551233,11.909889813916736,6.192982050738749,34075707693.1442,44827962413.355,12.681000899682997,20.845591331944874,40.13256872693889,8.214490706360621,14.12556411718854,23.699470078931018,49.9128076740881,13.2308389767977,5.121276330093298,13.5416666666667,61.792,14.407630228616677,37.40530931863574,2.7273114167937598,1997,High Growth
1998,2.5284893899269747,634041435042.2614,9.89585196209183,4.29,16.0382139719741,-0.7035482063174304,11.452064612800928,17.999469478925548,21.91706331321033,76.18497614781317,6.960239338468099,0.47264484587716427,0.0172959733957345,8.845755561055086,6.851333407913458,12.175489605067948,8.964441527383912,36877276368.8489,45556209177.1434,13.363533431491991,6.992507062753788,41.96573778685435,12.494948347095416,10.92339306982777,24.815598044292916,52.2436461392705,4.66982038037589,9.191247324670824,12.5416666666667,62.207,14.804038060781052,37.157986133388086,2.95719564743412,1998,Very High Growth
1999,5.507436476304989,668960864310.6664,10.2650671067492,4.20129206359491,16.0848249018901,-0.9823438056350651,12.997236311165642,18.153511026271957,21.822907533942526,75.68681660669327,3.106123872836747,0.7652126489957922,0.108782767313431,3.840991156812848,1.9659524373621764,11.94783546894641,3.5368289439033305,43246625499.6013,53887205923.7176,13.90368659890458,4.589716461418945,42.73292664295458,5.105632873814429,8.431756273105709,26.900922910070218,54.3383216485078,4.0094359104519,8.34261083012153,12.2916666666667,62.669,15.410402595052378,38.91241532473115,2.94892990622572,1999,Moderate Growth
2000,1.0464024507742806,675960887189.5339,10.4632604724101,3.96008225457765,15.9400659309163,0.2904949363964358,12.558379633910777,4.309524517499824,20.676060658249177,75.90830731610735,5.381020071321444,1.0563783050965738,0.2171493933870368,4.823966263906414,2.9453193591059375,11.761449889089914,5.054103453302233,44793193848.5628,51212270438.5317,13.434875119525744,2.9442485757539743,43.808961262988134,6.248160783662925,5.590118204589633,25.993254753436517,56.3919261013738,3.77929312235641,8.591449296183388,12.0833333333333,63.091,15.545625520477694,40.93629058580333,2.9244355462896,2000,Moderate Growth
2001,4.951294368496235,709429700530.1865,10.4537832077632,3.71887244556026,17.9219506474227,1.370941111045401,14.264383924429191,21.085002814871444,20.673247550254853,74.34374182432357,2.3989553273824953,1.0115718054396434,0.2448976847603866,3.803975321375802,1.9759079840173257,11.314095069333218,3.9856854482054302,51141118293.6083,54702279750.0867,15.244279010868974,11.996819376951478,44.72882755413038,6.348460920501225,5.715852573798176,29.50866293529817,58.8151729038371,4.29715203929562,7.907177190104519,11.9166666666667,63.616,16.052948212808243,39.46951334811683,2.82686683045838,2001,Moderate Growth
2002,9.641871755191772,777832002448.5482,10.3476307327239,3.47766263654283,20.3323029322844,1.443561062822793,14.947913858226933,9.582219919675879,19.709221338043243,72.37996752414348,5.45159784663835,0.605889254716748,0.20369387869063224,7.860381475532591,6.016520564033485,10.876209912950866,7.777689241840321,60893318399.369,68081180950.5987,15.644522274790601,13.883916950424322,44.704645653300105,7.351189065593488,6.099066206395816,30.592436133017536,61.0535954523922,3.80585899528852,7.307881159534606,11.4583333333333,64.094,15.577593722353573,36.05854226635171,2.6777769322274803,2002,Very High Growth
2003,10.327089761385139,858159411534.1893,10.6300606802149,3.22106217334685,22.8926665925124,0.11001866396538124,17.859124963047883,27.176411820511376,17.55892839867375,68.7562502876863,4.995893001912563,0.7656014045735823,0.2590519313090423,7.92293661286503,6.132606167648021,10.404702348141548,7.943269263580049,77921854645.6255,95539056499.9736,19.6446890963991,22.19523473895903,44.114858972247085,8.259221520891316,5.214571443353433,37.50381405944698,63.353638086215,3.7672517347751,4.910128303812022,10.9166666666667,64.524,15.133482999865702,31.90673024326305,2.82875224798105,2003,Very High Growth
2004,8.41207058426727,930348386957.978,10.6147444662867,3.13,24.0289901774479,-1.253507314672441,19.60524669494143,26.08507442843579,14.880053375700793,67.74487013309206,7.654071001955501,0.8861007201251943,0.3218934913600461,7.92343062149763,6.206011032184591,10.3661401973026,7.898967907569187,102403079760.161,134692007368.16,22.39642292015895,32.26964490234084,44.442932922749826,9.117631787918114,6.396525293401176,42.00166961510038,66.0438512553292,4.24634362031927,4.855145172457528,10.75,64.996,15.173983590427337,28.57095348842365,2.91058750164482,2004,Very High Growth
2005,7.694545843392092,1001934470095.7185,10.4613794747618,3.08,26.1945690782929,-0.9889883029476435,21.267941422096577,20.393805497404443,17.099679124317856,65.91241587302683,4.806288599342153,2.130168425334938,1.4928673975100042,8.060732573032723,6.426044714643226,9.80247046778886,7.996794230916208,123876214466.49,166571862854.351,24.456539076953714,21.504644215014252,44.04323571148997,7.038321569010606,14.095495417715012,45.72448049905029,69.8720985315016,5.79652337561635,2.570606702018172,11.1875,65.412,15.189479563605069,25.638980162007346,2.68038156022763,2005,Very High Growth
2006,8.242590271517614,1084519823254.8098,10.5191944209306,3.08,26.6708882236975,-0.6637176432787952,20.799699748945677,5.8665390501489725,16.841424050121322,65.6226268040799,7.593801129577415,2.073394029525355,1.399326201197164,7.6608150650492775,6.093625779497387,9.862115728446552,8.03765184999044,153529580289.601,208610899982.439,24.88656893049556,9.951587207114727,44.00815792391437,7.778045089974128,13.049840166187575,45.68626867944124,74.3249644718144,6.37288135593229,5.681844063324246,13.0208333333333,65.788,15.257860023588234,23.37026401659557,2.47824652803557,2006,Very High Growth
2007,1.706407476065877,1103026150598.2463,10.9168835425319,3.08,25.6377383062076,-2.5833774738756454,24.097357260139106,14.778135131040798,19.057198850147312,67.21529713797585,5.476343235805572,3.620523209162386,1.606189438928702,3.0866980595328926,1.6307805894864202,10.538481156353296,2.904829310112291,199065097558.44,323916518439.24,29.270863179083523,22.448625788889018,45.88254990700625,6.519914120142815,17.023122917888617,53.368220439222625,80.5305542396969,8.34926704907581,3.771756249757251,13.3125,66.149,17.22767043295221,26.538502374767305,2.63146078124112,2007,Moderate Growth
2008,10.919593352531635,1223472120815.658,10.9896653773502,3.08,24.95018424671,-1.9514620911272103,20.4005193744525,-4.834225353712867,19.215581369467944,67.41955588513805,6.438437423707427,2.6515903323672907,1.1994729473102852,7.861888833034982,6.37170938858857,11.459667419744981,7.8551678039690245,167957671240.179,275227034893.346,25.872350268649285,-1.925816179307759,45.98488281191449,8.676469828187393,16.370144459390662,46.272869643101785,89.2941733775462,10.8823529411765,4.8085921083291545,12.1875,66.513,16.851892711679504,28.46290689027572,3.12938472737472,2008,Very High Growth
2009,10.026321495299413,1346141369053.994,10.6655619641157,3.08,25.9609440599806,-3.25348372191402,22.400933248823833,19.47813545822467,17.52032916598015,65.73246562951603,6.468899572498543,1.6350341106629518,0.9529691782893127,8.497584701581061,7.0131745803792,11.007607867464307,7.96525253722902,230967060094.886,360146062834.113,26.854273248656817,15.811891464933339,45.03374956261907,7.835665989504207,18.785931939534052,49.25520649748065,100.0,11.9893899204243,-1.9838592223024536,8.33335,66.909,16.505135951426496,22.825787528364895,2.88946327164641,2009,Very High Growth
2010,4.604684639229788,1408126933897.1406,10.5564037209374,3.08,24.8027123011621,-3.42928468606061,24.54041131957129,15.492981453165626,18.505580302690795,67.29168016994296,7.274141791109969,2.0020634629993026,0.691587282543152,5.241315001406633,3.8180731303019115,11.084461585559351,5.452090572049343,307847488405.908,475304047599.557,31.083468693958476,20.411731875324918,45.44214525070729,5.864008316764398,26.12711397163413,55.62388001352977,108.911793364834,8.9117933648337,1.3179797084967235,10.1666666666667,67.359,14.489839403049306,22.86838944097529,2.70448222276966,2010,High Growth
2011,6.111050875329482,1494178287216.812,10.7867224834945,3.08,24.7933880137431,-5.004889747698436,24.53443065643413,6.805488797913739,21.735184670435743,67.14481000751262,4.669838590720559,1.312934538130126,0.46799418915676333,5.456388752973652,4.060823569794465,10.683856229642396,5.137352939110883,298320584199.861,499988961274.995,31.259291060983234,6.021796637076619,46.30114728864566,8.333677143375098,31.07226070322384,55.79372171741737,119.235538897084,9.47899691419793,2.473521635321248,10.6041666666667,67.887,16.16671240107793,24.9086652545747,2.61816634758562,2011,High Growth
2012,5.743356354977294,1579994270830.3696,10.821081849007,3.08,23.9876613203919,-2.6456671355591967,25.43086130051904,7.7923892385159945,23.3008680749559,67.9409262328002,6.237254640454751,1.5162764770398465,0.09505727191412808,6.38610640094825,5.014611864408636,10.295160141959787,6.31279048940587,319109794565.316,481686257768.228,28.413270646158683,-8.145800951994744,46.69871476941184,7.659995074208425,31.099765546476167,53.844131946677734,131.18041028234,10.0178784746103,3.8659928838077637,10.2916666666667,68.46,16.638682548696547,25.689157833118227,2.5488248901417,2012,High Growth
2013,7.013967571952804,1690814556625.124,10.8724735322425,3.08,22.8899027053812,-1.3395089708722365,22.96796300811724,1.7775907333537901,22.704909072979547,68.56857390943166,6.572483107287368,1.6956595975510924,0.5731121195894662,7.4102276050885365,6.086180227127699,10.440856808121309,7.494874593099297,328386908293.941,472434264990.841,25.954222738949667,0.8712307640613517,47.82241375589644,9.81059309338228,26.32400286480384,48.922185747066905,139.924446113916,6.665656718679,6.6951760904359165,10.25,69.074,14.803137644208011,27.18508476239061,2.54398176462257,2013,Very High Growth
2014,8.865576482705364,1840715014323.44,10.6277232849274,3.08,22.208815176611,-1.067549078177121,19.813189156404547,-5.6470872745776575,23.029514011187615,69.4355717869932,7.85745272369698,2.0921152271658645,0.35721226772626263,7.996253785714714,6.721067630670419,10.42829070918621,8.0189649014292,272352729600.0,409236978522.587,22.109724709460167,-5.850043681433121,47.783748120446305,9.438240947528271,23.084750583820686,41.92291386586472,146.790501522573,4.90697344127254,7.55648841353986,10.0083333333333,69.636,15.125690362279393,25.209617640598054,2.45745006060163,2014,Very High Growth
2015,7.532402920590897,1979365085822.094,10.5387806882026,3.08,20.8834415340196,-0.5278806050525412,19.158234910594622,4.984257621149936,20.263088221366683,69.60382930752935,7.820010186304543,1.9373641188289512,0.2199450691108942,8.256305501790862,6.980989701330202,10.308548074722234,7.299468289776328,268614705000.0,376090254275.984,20.9242508026814,4.3818939037041105,47.7494012899424,8.463063848647081,23.205474595890717,40.08248571327602,154.054013105394,4.94821634062142,6.232711414824197,9.6725,70.117,15.271950025231579,24.210560884359754,2.54315152114541,2015,Very High Growth
2016,8.398100727014437,2145594159484.789,10.5418038844446,3.08,21.5574327567768,-1.4394882029375107,18.791764839298228,4.564707763075688,19.50101560726093,69.49234863104655,7.081569862789777,1.5073158322737332,0.4182635471558609,6.795383418979114,5.568333513572327,10.767198954785567,7.823742636240922,304106898883.26,452241383880.368,21.9507321152243,17.41998337551381,47.6708899684162,6.343062898867345,23.656163436070198,40.74249695452253,159.18119775209,3.32817337461301,5.327608862373105,9.50833333333333,70.467,15.614109922098288,24.29193689786064,2.5315113605679103,2016,High Growth
2017,5.840101575795842,2270899037803.044,10.7159750738666,3.08,20.9694181845603,-2.426975459710039,19.927828598856166,11.931870746761348,19.48509475146272,70.11154133824519,7.029139287282817,1.558214839044885,0.42242274337646263,6.453851344977693,5.302408678574054,10.823218525854807,6.467464802390708,332086853293.32,518778502581.258,23.689140733532724,8.82269675205076,48.43156631549348,7.171913878653342,26.035185409875595,43.61696933238889,165.451068899504,3.93882646691634,5.361666389548687,9.45416666666667,70.71,15.663131915138836,23.011306254749012,2.4242845260441697,2017,High Growth
2018,4.233915849742402,2367046992096.235,10.8466404217575,3.08,19.3646271838763,-1.0496120444700772,18.664264897257034,-3.3849781623708424,20.000280864883443,71.91396315142181,4.980240090959967,1.7848263487019949,0.46341772833961337,3.8714369407035605,2.811873102250601,11.002675513371848,3.9969680043392657,331271580797.1,488949591560.279,21.24113863338716,-0.838956281129839,50.084957854184765,6.429507579396329,23.039152381649945,39.90540353064419,171.621576003377,3.72950573539126,6.894875427297164,9.46625,70.91,14.942511772510874,27.08147239382118,2.5486221739174497,2018,Moderate Growth
2019,-6.952692587505766,2202473491333.9814,11.0882830634378,3.08,19.8965654214107,1.2251124820740964,18.70524735686804,-9.135285663947627,21.470538307525917,72.88426950335273,-4.566206096870161,2.409135950956905,0.41633054342549913,-5.8310532203120715,-6.726292080179647,11.612722738051916,-6.197675336359822,281545477868.04,376995339958.457,19.098878004525574,-13.67510011443379,48.068103489236684,-8.226948001409625,17.541223777303802,37.804125361393616,182.988822584425,6.62343677628532,4.203910403029798,9.15,70.15,14.942511772510874,27.08147239382118,2.81252756182972,2019,
2020,5.8422486503834445,908985320422.626,10.100194558891761,3.177410809112744,16.975547429195007,-1.0609239390353604,21.51438859901875,29.293892667769626,19.618193665238632,72.30066155074614,10.49266624662613,1.419775276369496,0.5472081084884173,9.050277907740508,8.184367715621761,11.185546962284658,8.295363986614035,402424358111.46,579145188795.843,24.15329460479712,21.824662326470985,47.944352194591254,8.813066185119084,17.953327722614976,45.667683203815876,192.378724699015,5.13140747176369,0.14723606327148192,8.69833333333333,67.24,14.942511772510874,27.08147239382118,2.47144662861613,2020,Very High Growth
2021,5.8422486503834445,908985320422.626,10.100194558891761,3.177410809112744,16.975547429195007,-2.3352686253083292,22.44943776469989,11.502774570295713,20.750216239658226,71.03655926538615,6.402201342898621,1.4753008087251476,0.4293017386566534,7.002951544466484,6.277403813986183,10.489491992289931,6.962647648735782,458271959749.315,725459576902.129,26.923656293242555,18.83859251412936,48.58282463139614,9.381434065416556,30.447967113873943,49.373094057942446,205.266241146235,6.6990341407985,0.22981506233936122,8.56714285714286,62.85802380952381,14.942511772510874,27.08147239382118,2.42522711696615,2021,Very High Growth
